department,total_earnings,_id
Boston Police Department,226604.85,922
Boston Police Department,212489.55,923
Boston Police Department,204069.01,924
Boston Police Department,134448.76,925
Boston Police Department,169219.2,926
Boston Police Department,141581.17,927
Boston Police Department,166171.92,928
Boston Police Department,189526.3,929
Boston Police Department,165502.5,930
Boston Police Department,189552.41,931
Boston Police Department,174020.89,932
Boston Police Department,172705.07,933
Boston Police Department,146510.81,934
Boston Police Department,144562.57,935
Boston Police Department,142396.57,936
Boston Police Department,136489.36,937
Boston Police Department,123004.03,938
Boston Police Department,207324.32,939
Boston Police Department,236691.84,940
Boston Police Department,183005.92,941
Boston Police Department,173254.99,942
Boston Police Department,171772.67,943
Boston Police Department,150245.48,944
Boston Police Department,100491.63,945
Boston Police Department,149567.81,946
Boston Police Department,218010.81,947
Boston Police Department,232998.35,948
Boston Police Department,150467.03,949
Boston Police Department,77222.41,950
Boston Police Department,169797.27,951
Boston Police Department,197767.36,952
Boston Police Department,165683.4,953
Boston Police Department,196118.26,954
Boston Police Department,189947.8,955
Boston Police Department,161128.3,956
Boston Police Department,114753.22,957
Boston Police Department,176912.84,958
Boston Police Department,164358.87,959
Boston Police Department,147894.15,960
Boston Police Department,234703.36,961
Boston Police Department,217472.99,962
Boston Police Department,123777.3,963
Boston Police Department,100506.5,964
Boston Police Department,126621.11,965
Boston Police Department,157075.74,966
Boston Police Department,239047.05,967
Boston Police Department,143085.31,968
Boston Police Department,115924.2,969
Boston Police Department,151667.83,970
Boston Police Department,144837.74,971
Boston Police Department,126916.31,972
Boston Police Department,161703.59,973
Boston Police Department,172234.33,974
Boston Police Department,119675.18,975
Boston Police Department,144656.81,976
Boston Police Department,142677.33,977
Boston Police Department,127077.42,978
Boston Police Department,248578.85,979
Boston Police Department,127091.5,980
Boston Police Department,93233.55,981
Boston Police Department,211007.92,982
Boston Police Department,135791.56,983
Boston Police Department,136081.03,984
Boston Police Department,263447.3,985
Boston Police Department,191532.24,986
Boston Police Department,159970.86,987
Boston Police Department,156422.48,988
Boston Police Department,135035.97,989
Boston Police Department,178243.14,990
Boston Police Department,218545.4,991
Boston Police Department,195795.43,992
Boston Police Department,195151.09,993
Boston Police Department,167997.35,994
Boston Police Department,157446.63,995
Boston Police Department,147860.99,996
Boston Police Department,139519.91,997
Boston Police Department,139022.87,998
Boston Police Department,159114.47,999
Boston Police Department,109917.06,1000
Boston Police Department,156038.94,1001
Boston Police Department,109892.24,1002
Boston Police Department,159472.04,1003
Boston Police Department,147996.04,1004
Boston Police Department,117207.52,1005
Boston Police Department,166310.01,1006
Boston Police Department,120655.27,1007
Boston Police Department,108640.46,1008
Boston Police Department,112627.68,1009
Boston Police Department,60031.3,1010
Boston Police Department,160698.53,1011
Boston Police Department,152847.67,1012
Boston Police Department,160685.3,1013
Boston Police Department,152450.84,1014
Boston Police Department,151665.29,1015
Boston Police Department,24173.27,1016
Boston Police Department,117530.21,1017
Boston Police Department,110938.55,1018
Boston Police Department,110919.86,1019
Boston Police Department,255226.38,1020
Boston Police Department,119886.43,1021
Boston Police Department,188383.08,1022
Boston Police Department,174301.55,1023
Boston Police Department,216981.43,1024
Boston Police Department,156631.74,1025
Boston Police Department,240399.32,1026
Boston Police Department,71870.22,1027
Boston Police Department,171031.88,1028
Boston Police Department,65372.47,1029
Boston Police Department,245232.15,1030
Boston Police Department,149730.48,1031
Boston Police Department,222281.1,1032
Boston Police Department,73966.28,1033
Boston Police Department,176881.53,1034
Boston Police Department,131291.03,1035
Boston Police Department,116531.1,1036
Boston Police Department,101486.79,1037
Boston Police Department,114714.6,1038
Boston Police Department,161051.78,1039
Boston Police Department,142849.54,1040
Boston Police Department,211208.6,1041
Boston Police Department,171285.21,1042
Boston Police Department,132853.77,1043
Boston Police Department,148789.23,1044
Boston Police Department,128585.33,1045
Boston Police Department,175969.89,1046
Boston Police Department,172116.12,1047
Boston Police Department,198716.27,1048
Boston Police Department,178506.51,1049
Boston Police Department,134468.58,1050
Boston Police Department,96901.45,1051
Boston Police Department,120792.39,1052
Boston Police Department,150099.53,1053
Boston Police Department,114149.55,1054
Boston Police Department,175532.29,1055
Boston Police Department,203929.63,1056
Boston Police Department,193712.21,1057
Boston Police Department,181758.54,1058
Boston Police Department,168014.57,1059
Boston Police Department,153015.58,1060
Boston Police Department,149467.68,1061
Boston Police Department,147715.62,1062
Boston Police Department,146150.9,1063
Boston Police Department,144283.5,1064
Boston Police Department,143361.15,1065
Boston Police Department,143135.63,1066
Boston Police Department,139570.88,1067
Boston Police Department,136289.66,1068
Boston Police Department,133255.47,1069
Boston Police Department,127281.33,1070
Boston Police Department,127085.23,1071
Boston Police Department,123982.96,1072
Boston Police Department,121824.67,1073
Boston Police Department,111707.9,1074
Boston Police Department,104144.23,1075
Boston Police Department,98690.93,1076
Boston Police Department,171338.68,1077
Boston Police Department,138046.04,1078
Boston Police Department,284416.78,1079
Boston Police Department,182547.69,1080
Boston Police Department,117372.24,1081
Boston Police Department,258126.79,1082
Boston Police Department,101255.24,1083
Boston Police Department,113186.67,1084
Boston Police Department,213594.6,1085
Boston Police Department,210238.31,1086
Boston Police Department,172598.09,1087
Boston Police Department,131045.57,1088
Boston Police Department,155047.25,1089
Boston Police Department,292254.99,1090
Boston Police Department,212563.87,1091
Boston Police Department,136341.12,1092
Boston Police Department,175240.63,1093
Boston Police Department,149695.52,1094
Boston Police Department,186474.96,1095
Boston Police Department,166190.62,1096
Boston Police Department,160439.38,1097
Boston Police Department,48305.06,1098
Boston Police Department,166950.67,1099
Boston Police Department,239840.79,1100
Boston Police Department,171462.87,1101
Boston Police Department,202601.86,1102
Boston Police Department,316840.97,1103
Boston Police Department,184652.11,1104
Boston Police Department,116429.77,1105
Boston Police Department,231654.8,1106
Boston Police Department,172519.33,1107
Boston Police Department,230105.65,1108
Boston Police Department,148507.74,1109
Boston Police Department,178224.99,1110
Boston Police Department,135141.83,1111
Boston Police Department,171542.8,1112
Boston Police Department,189695.77,1113
Boston Police Department,138172.77,1114
Boston Police Department,134227.77,1115
Boston Police Department,162241.15,1116
Boston Police Department,118399.99,1117
Boston Police Department,122648.69,1118
Boston Police Department,57950.01,1119
Boston Police Department,138644.83,1120
Boston Police Department,134678.21,1121
Boston Police Department,34745.34,1122
Boston Police Department,180833.17,1123
Boston Police Department,77146.45,1124
Boston Police Department,203914.72,1125
Boston Police Department,123939.1,1126
Boston Police Department,116824.1,1127
Boston Police Department,149319.19,1128
Boston Police Department,108971.5,1129
Boston Police Department,69819.28,1130
Boston Police Department,128335.85,1131
Boston Police Department,117393.62,1132
Boston Police Department,183338.67,1133
Boston Police Department,171894.73,1134
Boston Police Department,181510.02,1135
Boston Police Department,120245.77,1136
Boston Police Department,231044.75,1137
Boston Police Department,136990.69,1138
Boston Police Department,158051.5,1139
Boston Police Department,143159.2,1140
Boston Police Department,119413.74,1141
Boston Police Department,84984.96,1142
Boston Police Department,144463.76,1143
Boston Police Department,189695.39,1144
Boston Police Department,172482.17,1145
Boston Police Department,139592.19,1146
Boston Police Department,113358.53,1147
Boston Police Department,220110.61,1148
Boston Police Department,97941.27,1149
Boston Police Department,156440.04,1150
Boston Police Department,169200.6,1151
Boston Police Department,128498.61,1152
Boston Police Department,128086.28,1153
Boston Police Department,278024.11,1154
Boston Police Department,126873.93,1155
Boston Police Department,129994.59,1156
Boston Police Department,143022.09,1157
